model,availability,price,barcode
"FES205655","5","1762.5000","4014549380970"
"FES205656","0","1506.0000","4014549380987"
"FES205657","0","1506.0000","4014549380994"
"FES205659","1","1506.0000","4014549381014"
"FES205660","3","1506.0000","4014549381021"
"FES205662","23","1506.0000","4014549381038"
"FES205663","3","1506.0000","4014549381045"
"FES205664","4","1506.0000","4014549381069"
"FES205682","5","384.0000","4014549382691"
"FES205697","0","3227.5000","4014549389829"
"FES205698","0","3227.5000","4014549389867"
"FES205732","1","943.0000","4014549382332"
"FES205755","3","1466.5000","4014549383025"
"FES205763","10","1872.5000","4014549390368"
"FES205765","4","2667.0000","4014549390382"
"FES205766","4","4019.0000","4014549390399"
"FES205767","0","3404.0000","4014549390412"
"FES205777","7","1481.5000","4014549383070"
"FES205798","1","1972.5000","4014549395394"
"FES205800","5","2277.0000","4014549405444"
"FES205810","1","1186.5000","4014549390078"
"FES205811","0","1960.0000","4014549390085"
"FES205813","4","2943.0000","4014549390092"
"FES205817","7","1652.5000","4014549390122"
"FES205820","4","1262.5000","4014549390146"
"FES205822","3","1324.5000","4014549384039"
"FES205823","6","1324.5000","4014549384046"
"FES205824","1","1324.5000","4014549384060"
"FES205825","3","840.5000","4014549384077"
"FES205836","1","1200.5000","4014549419038"
"FES205902","1","5495.0000","4014549385135"
"FES206666","4","30.2000","4014549637708"
"FES206935","0","36.0000","4014549637807"
"FES207730","0","36.6000","4014549110218"
"FES207813","1","31.6000","4014549638200"
"FES209608","1","41.2000","4014549638507"
"FES216412","2","30.2000","4014549699805"
"FES216770","2","30.2000","4014549518908"
"FES217178","1","143.0000","4014549639603"
"FES219021","8","245.0000","4014549589205"
"FES219031","12","30.2000","4014549589601"
"FES219043","12","33.0000","4014549590003"
"FES219044","2","33.0000","4014549590102"
"FES219047","1","30.2000","4014549590409"
"FES219049","1","30.2000","4014549590607"
"FES219068","18","30.2000","4014549591901"
"FES219069","0","31.4000","4014549592106"
"FES219075","29","33.0000","4014549592304"
"FES219080","20","30.2000","4014549592403"
"FES219098","31","33.0000","4014549593301"
"FES219107","0","33.0000","4014549593905"
"FES219112","1","30.2000","4014549594209"
"FES223541","11","33.0000","4014549388907"
"FES223862","2","30.2000","4014549391501"
"FES227536","2","122.0000","4039793017991"
"FES227544","0","56.6000","4039793018004"
"FES227668","0","52.8000","8590163981992"
"FES227749","1","39.6000","4039793018080"
"FES228036","1","30.2000","4039793018110"
"FES228503","3","30.2000","4014549449509"
"FES228509","3","33.0000","4014549450000"
"FES228514","4","33.0000","4014549450406"
"FES228516","12","18.8000","4014549450505"
"FES228517","1","33.0000","4014549450604"
"FES228523","15","209.0000","4014549451403"
"FES228524","19","269.5000","4014549451502"
"FES228534","0","33.0000","4014549452103"
"FES228541","1","36.0000","4014549452509"
"FES228546","7","30.2000","4014549453001"
"FES228547","13","33.0000","4014549453100"
"FES228551","4","39.0000","4014549453407"
"FES228559","11","92.0000","4014549453605"
"FES228562","0","36.0000","4014549453902"
"FES228566","13","33.0000","4014549454305"
"FES228567","22","30.2000","4014549454404"
"FES228569","2","33.0000","4014549454602"
"FES228570","12","33.0000","4014549454701"
"FES228582","1","33.0000","4014549455609"
"FES228584","21","30.2000","4014549455807"
"FES228592","3","33.0000","4014549456200"
"FES228603","7","33.0000","4014549457306"
"FES228612","6","38.8000","4014549457801"
"FES228639","40","33.0000","4014549458709"
"FES228659","22","174.0000","4014549460108"
"FES228663","21","30.2000","4014549460405"
"FES228672","12","96.0000","4014549460702"
"FES228689","4","33.0000","4014549461402"
"FES228694","2","30.2000","4014549461808"
"FES228707","19","30.2000","4014549462706"
"FES228708","3","30.2000","4014549462805"
"FES228709","10","30.2000","4014549462904"
"FES228713","18","30.2000","4014549463307"
"FES228715","29","94.8000","4014549463406"
"FES228725","9","27.2000","4014549464205"
"FES228727","0","33.0000","4014549464403"
"FES228729","2","30.2000","4014549464502"
"FES228733","8","30.2000","4014549464809"
"FES228736","8","33.0000","4014549465103"
"FES228737","10","33.0000","4014549465301"
"FES228738","20","33.0000","4014549465509"
"FES228746","27","161.5000","4014549466506"
"FES228756","3","203.5000","4014549466605"
"FES228759","21","30.2000","4014549466902"
"FES228798","15","122.0000","4014549467602"
"FES2309","0","341.5000","4014549688403"
"FES233066","4","82.8000","4014549640906"
"FES234883","5","30.2000","4014549564400"
"FES342088","16","33.0000","4014549702703"
"FES345395","10","485.5000","4014549004111"
"FES35000864","1","2960.0000","4014549372371"
"FES400004","9","247.0000","4014549510209"
"FES400005","2","30.2000","4014549510308"
"FES400008","-1","81.0000","4014549510506"
"FES400014","6","33.0000","4014549510902"
"FES400048","25","162.5000","4014549511800"
"FES400050","0","33.0000","4014549512005"
"FES400059","10","395.5000","4014549627105"
"FES400063","2","33.0000","4014549512302"
"FES400065","39","179.5000","4014549619704"
"FES400077","1","33.0000","4014549624401"
"FES400080","1","33.0000","4014549641507"
"FES400090","2","33.0000","4014549702901"
"FES400094","11","35.4000","4014549826102"
"FES400103","3","33.0000","4014549642009"
"FES400106","0","30.2000","4014549642108"
"FES400136","8","57.8000","4014549703809"
"FES400144","5","782.0000","4014549642405"
"FES400174","23","33.0000","4014549642900"
"FES400211","3","33.0000","4014549827703"
"FES400213","1","31.4000","4014549643105"
"FES400225","38","120.5000","4014549705308"
"FES400230","17","128.5000","4014549705407"
"FES400233","28","33.0000","4014549705605"
"FES400234","14","33.0000","4014549705704"
"FES400235","10","33.0000","4014549705803"
"FES400257","11","34.6000","4014549706206"
"FES400273","0","827.5000","4014549706701"
"FES400286","1","90.4000","4014549706909"
"FES400290","2","33.0000","4014549707302"
"FES400291","9","308.0000","4014549707401"
"FES400382","3","33.0000","4014549710203"
"FES400440","2","33.0000","4014549711408"
"FES400447","4","33.0000","4014549711705"
"FES400462","4","745.0000","4014549712306"
"FES400467","5","454.5000","4014549712504"
"FES400468","15","33.0000","4014549712603"
"FES400469","2","33.0000","4014549835401"
"FES400477","1","33.0000","4014549713303"
"FES400478","4","33.0000","4014549713402"
"FES400480","3","30.2000","4014549713501"
"FES400488","3","34.6000","4014549836002"
"FES400492","8","138.5000","4014549836309"
"FES400528","2","33.0000","4014549838501"
"FES400552","3","33.0000","4014549068571"
"FES400565","5","30.2000","4014549003336"
"FES400576","2","33.0000","4014549003732"
"FES400582","0","285.5000","4014549759059"
"FES400583","10","146.0000","4014549003794"
"FES400584","12","30.2000","4014549003763"
"FES400607","7","33.0000","4014549004272"
"FES400620","2","33.0000","4014549004548"
"FES400626","23","115.0000","4014549004661"
"FES400635","26","281.5000","4014549005538"
"FES400636","0","30.2000","4014549005545"
"FES400643","0","31.4000","4014549040560"
"FES400644","5","19.5000","4014549006689"
"FES400663","4","33.0000","4014549757857"
"FES400673","8","33.0000","4014549083932"
"FES400678","7","47.0000","4014549010518"
"FES400680","4","112.0000","4014549011911"
"FES400681","11","36.6000","4014549046289"
"FES400686","5","30.2000","4014549019016"
"FES400688","9","30.2000","4014549018996"
"FES400691","1","30.2000","4014549019023"
"FES400693","2","33.0000","4014549015223"
"FES400695","23","30.2000","4014549019276"
"FES400710","15","30.2000","4014549019412"
"FES400743","0","194.0000","4014549046722"
"FES400750","18","33.0000","4014549018828"
"FES400798","18","138.5000","4014549116227"
"FES400823","5","31.4000","4014549116463"
"FES400827","1","30.2000","4014549074688"
"FES400848","0","48.0000","4014549072226"
"FES400859","7","33.0000","4014549049471"
"FES400862","7","33.0000","4014549058091"
"FES400866","12","33.0000","4014549054987"
"FES400879","6","23.4000","4014549068588"
"FES400881","1","29.6000","4014549068595"
"FES400884","6","30.2000","4014549083130"
"FES400904","14","33.0000","4014549069660"
"FES400905","2","34.6000","4014549115824"
"FES400908","10","361.5000","4014549111239"
"FES400922","2","33.0000","4014549091180"
"FES400928","11","33.0000","4014549091647"
"FES400929","2","30.2000","4014549092019"
"FES400932","9","189.5000","4014549115282"
"FES400953","16","134.5000","4014549116364"
"FES400982","11","34.6000","4014549083918"
"FES400983","0","30.2000","4014549110225"
"FES400988","5","31.4000","4014549117729"
"FES400989","10","33.0000","4014549092880"
"FES400996","3","30.2000","4014549092941"
"FES401007","5","246.5000","4014549118191"
"FES401015","0","33.0000","4014549118467"
"FES401018","7","271.5000","4014549118528"
"FES401057","2","376.0000","4014549173466"
"FES401063","4","33.0000","4014549147566"
"FES401072","10","607.0000","4014549173374"
"FES401073","6","638.0000","4014549173350"
"FES401076","0","112.4000","4014549169292"
"FES401089","12","33.0000","4014549154366"
"FES401118","15","714.5000","4014549188828"
"FES401125","14","720.0000","4014549185544"
"FES401150","2","83.0000","4014549284131"
"FES401162","13","34.6000","4014549280638"
"FES401165","20","27.2000","4014549304860"
"FES401191","0","30.2000","4014549540909"
"FES401244","0","30.2000","4014549542408"
"FES401518","12","184.0000","4014549550502"
"FES401523","16","99.2000","4014549551004"
"FES401524","6","109.5000","4014549551202"
"FES401525","12","102.0000","4014549840009"
"FES401550","9","200.5000","4014549643600"
"FES401576","11","161.5000","4014549552308"
"FES401600","8","227.5000","4014549553800"
"FES401601","16","172.5000","4014549554005"
"FES401612","-1","933.5000","4014549554500"
"FES401739","-1","110.0000","4014549557303"
"FES402365","3","33.0000","4014549576205"
"FES402935","2","30.2000","4014549596104"
"FES403100","0","30.2000","4014549599709"
"FES403848","2","1168.0000","8590163046455"
"FES405420","2","694.5000","8590163049920"
"FES406043","3","200.5000","8590163014652"
"FES406528","3","618.5000","8590163046431"
"FES410223","10","82.0000","4014549322208"
"FES410226","21","359.0000","4014549322604"
"FES410229","5","222.0000","4014549322802"
"FES410290","2","119.0000","4014549325001"
"FES410423","10","156.0000","4014549330104"
"FES410653","3","364.5000","4014549336007"
"FES411549","1","6278.0000","4014549060209"
"FES411745","2","370.0000","4014549360507"
"FES411756","1","291.5000","4014549361504"
"FES411887","2","4679.0000","4014549060902"
"FES411969","10","5764.0000","4014549061107"
"FES412000","6","48.4000","4014549367803"
"FES412006","1","421.0000","4014549368107"
"FES412010","0","739.0000","4014549368602"
"FES415839","1","99.2000","4039793024005"
"FES425575","5","202.5000","8590163977353"
"FES432436","9","34.6000","4014549482803"
"FES432776","0","30.2000","4039793027396"
"FES434430","2","54.6000","4014549497609"
"FES434525","1","163.0000","4014549498101"
"FES434596","0","42.8000","4014549068632"
"FES434597","2","32.8000","4014549068649"
"FES434696","5","208.0000","4014549061404"
"FES435103","0","56.6000","4014549504109"
"FES435475","6","360.5000","4014549507605"
"FES435490","9","175.5000","4014549507704"
"FES435496","5","497.0000","4014549507902"
"FES435509","3","1679.0000","4014549508107"
"FES435510","4","233.0000","4014549508206"
"FES436189","1","97.6000","4014549523506"
"FES436192","2","205.0000","4014549523704"
"FES436195","5","34.0000","4014549523902"
"FES436300","5","38.4000","4014549527900"
"FES436305","15","197.0000","4014549528204"
"FES436392","4","104.0000","4014549528907"
"FES436451","4","43.8000","4014549529607"
"FES436477","3","396.5000","4014549531105"
"FES436520","7","313.5000","4014549531907"
"FES436528","6","31.6000","4014549532102"
"FES436811","1","37.4000","4014549541807"
"FES436812","1","43.4000","4014549541906"
"FES436813","1","48.2000","4014549542002"
"FES436828","1","30.2000","4014549542705"
"FES436965","7","203.5000","4014549547304"
"FES436966","6","123.0000","4014549547403"
"FES437086","14","38.4000","4014549550304"
"FES437102","1","43.8000","4014549551103"
"FES437172","0","528.0000","4014549553206"
"FES437225","1","380.5000","4014549555705"
"FES437278","3","36.0000","4014549556306"
"FES437292","2","51.0000","4014549556405"
"FES437478","4","36.0000","4014549562307"
"FES437499","4","79.8000","4014549562505"
"FES437610","3","409.5000","4014549563403"
"FES437611","2","1933.0000","4014549563502"
"FES437615","0","456.0000","4014549563908"
"FES437616","0","1713.0000","4014549564004"
"FES437811","1","30.2000","4014549849101"
"FES437884","13","154.0000","4014549575109"
"FES438198","5","52.8000","4014549585405"
"FES438509","8","37.4000","4014549595701"
"FES438515","6","75.2000","4014549596302"
"FES438608","6","66.6000","4014549598306"
"FES438613","17","30.2000","4014549598504"
"FES438855","0","49.4000","4014549606704"
"FES438856","3","41.2000","4014549606803"
"FES438943","2","79.4000","4014549609101"
"FES438944","3","32.8000","4014549609200"
"FES439042","0","58.0000","4014549303108"
"FES439269","2","43.4000","4014549309407"
"FES439275","1","43.8000","4014549309605"
"FES439282","10","109.5000","4014549309902"
"FES439288","8","30.2000","4014549310007"
"FES439331","1","56.6000","4014549310809"
"FES439333","2","104.5000","4014549311004"
"FES439580","2","425.0000","4014549065006"
"FES439696","2","171.5000","4014549317709"
"FES439789","3","39.6000","4014549322000"
"FES439803","0","115.0000","4014549322505"
"FES439824","0","197.0000","4014549323007"
"FES439860","1","243.5000","4014549324608"
"FES439887","5","1397.0000","4014549325506"
"FES439889","4","225.0000","4014549325704"
"FES439890","1","66.6000","4014549325803"
"FES439911","2","127.5000","4014549326909"
"FES439922","1","53.8000","4014549327401"
"FES439956","2","73.6000","4014549328408"
"FES440009","3","380.0000","4014549330203"
"FES440089","0","116.0000","4014549332504"
"FES440102","2","593.0000","4014549333105"
"FES440171","3","45.6000","4014549334300"
"FES440404","198","407.0000","4014549066508"
"FES440419","1","1079.0000","4014549067604"
"FES440441","1","65.4000","4014549340509"
"FES440469","3","1786.5000","4014549341506"
"FES440495","1","179.5000","4014549342107"
"FES440506","2","211.5000","4014549342602"
"FES440554","1","37.6000","4014549342909"
"FES440675","2","30.2000","4014549344606"
"FES440676","5","2999.5000","4014549344705"
"FES440685","2","94.8000","4014549345009"
"FES440691","2","329.5000","4014549345504"
"FES440713","4","64.2000","4014549345702"
"FES440729","1","31.6000","4014549346808"
"FES440974","0","243.0000","4014549350102"
"FES440975","0","208.0000","4014549350201"
"FES440991","4","105.0000","4014549350607"
"FES441034","2","1159.5000","4014549351406"
"FES441035","0","1303.5000","4014549351604"
"FES441059","1","683.0000","4014549352205"
"FES441108","1","429.0000","4014549611203"
"FES441155","0","545.0000","4014549353806"
"FES441278","2","389.5000","4014549357408"
"FES441279","2","345.0000","4014549357606"
"FES441282","2","350.0000","4014549358108"
"FES441311","5","330.5000","4014549359709"
"FES441381","14","1614.0000","4014549362600"
"FES441386","6","539.0000","4014549625101"
"FES441731","3","72.2000","4014549375808"
"FES441841","2","369.5000","4014549376607"
"FES442024","0","210.8000","4014549376805"
"FES442066","2","128.5000","4014549377307"
"FES442067","3","120.5000","4014549377406"
"FES442087","1","192.0000","4014549378106"
"FES442202","1","96.0000","4014549378809"
"FES442267","2","711.0000","4014549380505"
"FES442275","0","174.0000","4014549380604"
"FES442276","3","1936.0000","4014549380703"
"FES442404","0","89.2000","4014549382202"
"FES442413","0","34.2000","4014549382608"
"FES442415","8","30.2000","4014549382806"
"FES442500","1","176.5000","4014549384602"
"FES442501","4","112.0000","4014549384701"
"FES442506","3","72.2000","4014549647103"
"FES442597","8","36.0000","4014549386200"
"FES442809","3","31.2000","4014549388402"
"FES442925","8","188.0000","4014549390009"
"FES443109","6","66.6000","4014549410400"
"FES443249","1","52.4000","4014549648407"
"FES443318","0","153.5000","4014549412701"
"FES443331","11","34.6000","4014549412909"
"FES443660","8","27.2000","4014549416501"
"FES443760","1","419.5000","4014549649305"
"FES443841","4","150.5000","4014549649701"
"FES443971","5","30.2000","4014549420706"
"FES444018","5","45.6000","4014549421802"
"FES444114","0","192.5000","4014549423301"
"FES444126","4","31.2000","4014549423806"
"FES444127","4","32.6000","4014549424001"
"FES444235","5","35.6000","4014549623008"
"FES444362","2","33.0000","4014549650905"
"FES444486","2","799.0000","4014549652008"
"FES444708","1","122.5000","4014549653807"
"FES444724","4","370.0000","4014549654606"
"FES444725","4","276.5000","4014549654705"
"FES444726","5","370.0000","4014549654804"
"FES444727","5","297.0000","4014549654903"
"FES444739","3","1030.5000","4014549655603"
"FES444746","2","219.5000","4014549717707"
"FES444748","2","1330.0000","4014549655900"
"FES444753","0","53.4000","4014549717806"
"FES444754","9","31.6000","4014549656204"
"FES444805","1","1198.5000","4014549656600"
"FES444869","2","61.0000","4014549718209"
"FES444878","2","31.6000","4014549718407"
"FES444881","1","102.0000","4014549718704"
"FES444883","0","66.6000","4014549718902"
"FES444885","1","60.6000","4014549719008"
"FES444887","1","74.2000","4014549719107"
"FES444906","9","78.0000","4014549657300"
"FES444914","1","1038.5000","4014549657409"
"FES445148","3","33.0000","4014549904107"
"FES445171","2","1194.0000","4014549659007"
"FES445205","4","220.5000","4014549719503"
"FES445450","0","6776.5000","4014549911105"
"FES445459","2","1389.0000","4014549721506"
"FES445461","1","299.5000","4014549721605"
"FES445463","0","701.5000","4014549721803"
"FES445466","1","1587.0000","4014549722107"
"FES445467","3","519.0000","4014549722206"
"FES445468","1","1636.5000","4014549722305"
"FES445469","2","168.5000","4014549722404"
"FES445472","0","2731.5000","4014549722503"
"FES445497","0","256.0000","4014549040546"
"FES445503","0","47.2000","4014549664308"
"FES445566","12","33.4000","4014549722800"
"FES445738","4","39.6000","4014549666500"
"FES445873","2","845.5000","4014549723807"
"FES445877","0","356.0000","4014549724101"
"FES445880","0","804.5000","4014549724408"
"FES445922","0","654.0000","4014549667507"
"FES446002","3","32.8000","4014549668207"
"FES446063","0","215.5000","4014549725504"
"FES446072","1","81.0000","4014549725603"
"FES446146","2","39.4000","4014549726006"
"FES446281","1","517.0000","4014549669303"
"FES446282","2","471.0000","4014549669402"
"FES446293","1","60.6000","4014549728109"
"FES446294","1","148.5000","4014549728208"
"FES446295","1","36.6000","4014549728307"
"FES446297","1","175.5000","4014549728505"
"FES446309","5","464.5000","4014549728901"
"FES446370","1","208.5000","4014549729205"
"FES446467","2","308.0000","4014549729809"
"FES446469","3","185.0000","4014549730003"
"FES447115","0","100.2000","4014549733509"
"FES447207","3","1284.0000","4014549735909"
"FES447239","7","818.5000","4014549736302"
"FES447262","5","30.2000","4014549736708"
"FES447263","4","31.6000","4014549736807"
"FES447357","1","31.2000","4014549737408"
"FES447358","3","55.6000","4014549737507"
"FES447365","0","220.5000","4014549737606"
"FES447418","1","41.2000","4014549738009"
"FES447426","6","2220.5000","4014549738207"
"FES447519","2","2209.5000","4014549738405"
"FES447534","13","46.0000","4014549738702"
"FES447584","1","138.5000","4014549739303"
"FES447657","2","164.0000","4014549739709"
"FES447703","1","190.5000","4014549740002"
"FES447704","1","107.5000","4014549740101"
"FES447750","2","110.5000","4014549740804"
"FES447768","1","34.6000","4014549740903"
"FES447949","10","49.4000","4014549741504"
"FES447961","8","38.4000","4014549741801"
"FES447968","0","52.4000","4014549742303"
"FES447995","4","415.0000","4014549742402"
"FES447996","1","161.5000","4014549742501"
"FES447997","0","82.0000","4014549742600"
"FES448071","2","83.6000","4014549743904"
"FES448178","2","53.8000","4014549365755"
"FES448234","2","93.8000","4014549745601"
"FES448235","3","526.0000","4014549745700"
"FES448475","2","376.0000","4014549746103"
"FES448477","11","33.0000","4014549746301"
"FES448596","0","477.5000","4014549687901"
"FES448784","0","65.4000","4014549750209"
"FES448785","2","43.8000","4014549750308"
"FES448805","3","271.5000","4014549750605"
"FES448833","25","104.0000","4014549751305"
"FES448858","2","260.0000","4014549752302"
"FES448870","2","200.5000","4014549752609"
"FES448871","6","274.0000","4014549752708"
"FES448884","5","152.5000","4014549753101"
"FES448927","0","223.0000","4014549753606"
"FES448928","0","344.5000","4014549753705"
"FES448951","3","158.5000","4014549754207"
"FES448953","6","128.5000","4014549754306"
"FES449200","1","55.0000","4014549756805"
"FES449273","2","64.6000","4014549757109"
"FES449666","1","69.2000","4014549759103"
"FES449830","1","34.6000","4014549760406"
"FES449836","1","35.6000","4014549760505"
"FES449837","1","89.2000","4014549760604"
"FES449888","30","33.0000","4014549761205"
"FES449907","1","789.0000","4014549474150"
"FES450129","1","312.0000","4014549486450"
"FES450149","2","86.6000","4014549763407"
"FES450190","2","152.5000","4014549764008"
"FES450194","2","25.2000","4014549764107"
"FES450206","19","30.2000","4014549491751"
"FES450507","5","39.6000","4014549212202"
"FES450508","13","34.6000","4014549212301"
"FES450576","4","329.5000","4014549218303"
"FES450590","1","316.0000","4014549765005"
"FES450592","2","168.0000","4014549765104"
"FES450677","10","69.4000","4014549224304"
"FES450682","6","45.2000","4014549765401"
"FES450782","4","1430.0000","4014549767405"
"FES450935","0","52.8000","4014549768105"
"FES450967","5","41.8000","4014549242704"
"FES451047","4","53.8000","4014549246504"
"FES451346","8","127.5000","4014549267004"
"FES451347","6","30.2000","4014549267103"
"FES451354","11","79.0000","4014549267806"
"FES451366","5","30.2000","4014549269008"
"FES451372","3","98.4000","4014549269602"
"FES451383","9","257.0000","4014549270608"
"FES451430","6","128.5000","4014549274804"
"FES451454","2","951.0000","4014549276808"
"FES451535","9","36.0000","4014549282601"
"FES451536","4","36.0000","4014549282700"
"FES451537","10","36.0000","4014549282809"
"FES451538","1","45.8000","4014549282908"
"FES451583","1","1389.5000","4014549286104"
"FES451754","1","138.5000","4014549299302"
"FES451796","4","73.2000","4014549501559"
"FES451886","2","1490.0000","4014549508954"
"FES451917","0","26.8000","4014549510858"
"FES451918","0","27.2000","4014549510957"
"FES452009","1","102.5000","4014549517956"
"FES452016","1","36.0000","4014549518656"
"FES452091","1","73.2000","4014549526057"
"FES452099","1","156.0000","4014549526859"
"FES452384","1","1416.0000","4014549103852"
"FES452386","13","1908.5000","4014549104057"
"FES452450","11","32.8000","4014549016022"
"FES452837","5","532.0000","4014549749258"
"FES452840","2","525.5000","4014549749357"
"FES452841","2","4269.0000","4014549749456"
"FES452847","2","430.5000","4014549749852"
"FES452862","3","480.0000","4014549750759"
"FES452866","4","187.5000","4014549750957"
"FES452869","1","2404.0000","4014549751152"
"FES452870","2","525.0000","4014549751251"
"FES452872","4","319.5000","4014549751459"
"FES452876","5","1025.0000","4014549751756"
"FES452882","0","4733.0000","4014549092651"
"FES452888","2","5472.0000","4014549093252"
"FES452891","1","581.0000","4014549093559"
"FES452896","12","1391.0000","4014549094051"
"FES452897","1","663.5000","4014549094150"
"FES452898","0","1709.0000","4014549094259"
"FES452902","2","2101.0000","4014549094655"
"FES452904","0","292.5000","4014549095652"
"FES452908","1","5108.0000","4014549095157"
"FES452910","6","5744.0000","4014549095355"
"FES452921","4","2024.5000","4014549099254"
"FES452923","1","1231.0000","4014549096055"
"FES452924","1","631.0000","4014549099056"
"FES452951","3","1219.0000","4014549752159"
"FES452960","4","1415.5000","4014549752456"
"FES452970","8","1520.0000","4014549098356"
"FES452971","4","1652.0000","4014549098455"
"FES452972","5","1793.5000","4014549098554"
"FES452973","1","1930.5000","4014549098653"
"FES452986","1","5174.5000","4014549107454"
"FES452992","1","267.0000","4014549752852"
"FES453067","1","76.4000","4014549551455"
"FES453072","0","313.5000","4014549551752"
"FES453082","1","43.8000","4014549552254"
"FES453315","1","47.2000","4014549002964"
"FES453316","6","45.6000","4014549002933"
"FES453370","10","39.4000","8590163073536"
"FES453371","2","39.4000","8590163073543"
"FES453373","0","132.0000","4014549002872"
"FES453374","0","74.2000","4014549002865"
"FES453490","5","37.6000","4014549573754"
"FES453491","1","62.2000","4014549573853"
"FES453547","13","33.0000","4014549019047"
"FES453584","13","33.0000","4014549578353"
"FES453707","7","226.0000","4014549585955"
"FES453841","1","725.5000","4014549002414"
"FES453978","5","195.0000","4014549755952"
"FES454089","0","2194.2000","4014549753156"
"FES454402","0","2413.4000","4014549004975"
"FES454642","4","348.0000","4014549016244"
"FES454737","2","4683.5000","4014549748053"
"FES454743","1","279.5000","4014549753453"
"FES454746","1","1166.0000","4014549753552"
"FES454747","1","525.5000","4014549753651"
"FES454749","1","2112.5000","4014549753859"
"FES454750","1","660.5000","4014549753958"
"FES454757","1","4332.0000","4014549104651"
"FES454770","3","3408.0000","4014549103050"
"FES454869","0","2633.0000","4014549128657"
"FES454966","1","3754.5000","4014549060124"
"FES455289","5","134.0000","4014549003527"
"FES455356","4","305.0000","4014549004388"
"FES455365","8","408.0000","4014549008263"
"FES455593","1","30.2000","4014549114810"
"FES455609","3","76.6000","4014549004814"
"FES455615","2","126.0000","4014549757352"
"FES455695","0","1003.0000","4014549006375"
"FES455770","4","126.0000","4014549003930"
"FES455852","1","182.5000","4014549008270"
"FES455953","4","247.0000","4014549005187"
"FES455961","1","36.6000","4014549004371"
"FES455974","2","31.6000","4014549004869"
"FES456057","2","122.5000","4014549016114"
"FES456737","2","5661.0000","4014549121757"
"FES456738","2","5957.5000","4014549121856"
"FES456773","1","3261.5000","4014549008188"
"FES456790","0","756.0000","4014549013786"
"FES456805","1","469.5000","4014549013748"
"FES456813","2","194.0000","4014549016510"
"FES456814","7","364.5000","4014549016527"
"FES456817","3","1349.0000","4014549016565"
"FES456821","0","1121.5000","4014549016626"
"FES456822","0","409.0000","4014549016633"
"FES456826","5","489.5000","4014549016688"
"FES456870","0","1545.0000","4014549033487"
"FES457043","0","32.8000","4014549004449"
"FES457074","0","30.2000","4014549005033"
"FES457115","3","43.8000","4014549004821"
"FES457116","3","34.0000","4014549004838"
"FES457184","1","401.0000","4014549011126"
"FES457284","9","53.8000","4014549004999"
"FES457333","8","9168.5000","4014549005583"
"FES457337","2","47.0000","4014549005064"
"FES457351","2","71.0000","4014549005439"
"FES457383","3","53.8000","4014549005071"
"FES457408","5","579.0000","4014549005248"
"FES457410","13","652.5000","4014549015483"
"FES457599","0","821.0000","4014549005224"
"FES457600","6","652.5000","4014549005231"
"FES457638","4","465.5000","4014549008836"
"FES457741","2","432.5000","4014549038239"
"FES457742","16","30.2000","4014549038284"
"FES457743","3","62.2000","4014549038178"
"FES457744","8","30.2000","4014549038314"
"FES457748","6","30.2000","4014549038369"
"FES457753","0","31.6000","4014549038345"
"FES457766","1","31.6000","4014549038222"
"FES457920","0","160.0000","4014549005668"
"FES458614","3","36.0000","4014549006313"
"FES458753","0","666.0000","4014549006283"
"FES458756","2","544.0000","4014549006368"
"FES459179","1","52.8000","4014549018897"
"FES459182","4","1208.0000","4014549018927"
"FES459185","1","336.0000","4014549018972"
"FES459186","12","33.0000","4014549019221"
"FES459187","5","43.2000","4014549019139"
"FES459195","2","52.8000","4014549019313"
"FES459199","7","66.6000","4014549018989"
"FES459202","9","33.0000","4014549019245"
"FES459212","4","162.5000","4014549018934"
"FES459213","6","93.8000","4014549018941"
"FES459220","1","36.0000","4014549019368"
"FES459222","0","39.6000","4014549019337"
"FES459224","1","30.2000","4014549019344"
"FES459225","9","31.6000","4014549019375"
"FES459226","5","175.0000","4014549018910"
"FES459229","1","63.8000","4014549019085"
"FES459254","1","63.2000","4014549187784"
"FES459255","2","51.0000","4014549019238"
"FES459271","1","39.0000","4014549084236"
"FES459319","0","1298.0000","4014549006955"
"FES459427","3","164.0000","4014549038215"
"FES459433","4","39.2000","4014549038642"
"FES459936","3","30.2000","4039793023572"
"FES460463","1","652.5000","4014549007020"
"FES460673","6","222.0000","4014549007167"
"FES460674","0","178.5000","4014549007099"
"FES460675","0","178.5000","4014549007112"
"FES460737","0","708.5000","4014549084311"
"FES460738","2","152.5000","4014549084328"
"FES460820","1","143.0000","4014549084335"
"FES461121","3","652.5000","4014549035047"
"FES461124","9","652.5000","4014549084342"
"FES461678","0","36.0000","4014549007365"
"FES461902","1","1055.0000","4014549015162"
"FES461904","2","30.2000","4014549038260"
"FES461987","10","194.0000","4014549059036"
"FES462072","9","539.0000","4014549021668"
"FES462096","1","310.5000","4014549015179"
"FES462115","1","128.5000","4014549019078"
"FES462119","4","1199.5000","4014549009697"
"FES462187","7","79.4000","4014549015063"
"FES462193","2","996.5000","4014549008867"
"FES462228","1","674.0000","4014549053645"
"FES462275","6","58.2000","4014549019269"
"FES462309","0","63.8000","4014549055687"
"FES462385","0","105.0000","4014549009031"
"FES462575","8","154.5000","4014549014561"
"FES462603","3","123.0000","4014549038475"
"FES462604","5","35.6000","4014549038567"
"FES462606","1","53.8000","4014549038741"
"FES462611","6","87.6000","4014549038529"
