model,availability,price,barcode
"FES462620","3","248.5000","4014549038482"
"FES462621","1","90.4000","4014549038543"
"FES462628","0","30.2000","4014549039571"
"FES462637","3","359.0000","4014549039588"
"FES462647","-1","517.0000","4014549038598"
"FES462668","1","85.4000","4014549038581"
"FES462760","0","59.2000","4014549187791"
"FES462795","6","206.5000","4014549014585"
"FES462864","3","1464.5000","4014549009123"
"FES462865","4","1095.0000","4014549009161"
"FES462877","0","30.2000","4014549015636"
"FES463001","2","129.0000","4014549011171"
"FES463004","1","97.6000","4014549011164"
"FES463082","3","47.2000","4014549033890"
"FES463087","0","513.5000","4014549011546"
"FES463088","6","418.0000","4014549011584"
"FES463090","1","158.5000","4014549011621"
"FES463093","2","156.0000","4014549011591"
"FES463095","3","30.2000","4014549011560"
"FES463162","2","3196.0000","4014549038680"
"FES463201","3","575.5000","4014549037133"
"FES463277","2","779.0000","4014549022993"
"FES463280","1","89.2000","4014549039236"
"FES463317","4","31.6000","4014549022962"
"FES463325","3","97.6000","4014549015643"
"FES463326","10","75.4000","4014549015667"
"FES463352","0","109.4000","4014549063057"
"FES463357","9","206.5000","4014549046586"
"FES463360","1","254.0000","4014549046616"
"FES463361","3","567.5000","4014549046623"
"FES463362","3","156.0000","4014549046630"
"FES463567","10","319.5000","4014549011669"
"FES463590","6","31.6000","4014549039311"
"FES463673","9","39.8000","4014549036891"
"FES463751","0","64.8000","4014549036990"
"FES463936","5","819.5000","4014549037171"
"FES463970","0","365.5000","4026657113906"
"FES464087","11","33.4000","4014549139868"
"FES464116","6","127.0000","4014549031322"
"FES464164","2","374.5000","4014549049549"
"FES464212","0","452.0000","4014549056066"
"FES464213","1","2129.0000","4014549056073"
"FES464218","3","158.5000","4014549056127"
"FES464239","1","94.8000","4014549056196"
"FES464736","7","712.5000","4014549046036"
"FES464821","0","105.5000","4014549068694"
"FES464829","3","114.0000","4014549068731"
"FES464837","0","30.2000","4014549068762"
"FES464839","0","31.2000","4014549068779"
"FES464840","2","1067.0000","4014549068786"
"FES464847","1","36.0000","4014549068816"
"FES464873","7","299.5000","4014549075678"
"FES465006","0","36.0000","4014549074732"
"FES465015","1","56.6000","4014549020937"
"FES465024","14","36.0000","4014549068830"
"FES465032","1","90.4000","4014549068861"
"FES465070","0","754.0000","4014549021644"
"FES465072","5","86.6000","4014549056233"
"FES465079","4","30.2000","4014549068878"
"FES465111","3","302.5000","4014549074763"
"FES465112","2","184.0000","4014549074770"
"FES465113","4","359.0000","4014549074787"
"FES465163","11","71.0000","4014549114896"
"FES465171","0","525.5000","4014549074817"
"FES465174","2","683.0000","4014549074831"
"FES465175","2","1038.5000","4014549074862"
"FES465176","1","686.0000","4014549074879"
"FES465184","4","86.6000","4014549037515"
"FES465203","0","31.2000","4014549068939"
"FES465204","3","158.5000","4014549068960"
"FES465360","3","47.4000","4014549074886"
"FES465387","2","105.0000","4014549116586"
"FES465393","2","170.0000","4014549118382"
"FES465394","8","643.5000","4014549116395"
"FES465398","2","96.0000","4014549116432"
"FES465407","1","457.5000","4014549116845"
"FES465449","0","199.5000","4014549037577"
"FES465465","2","36.0000","4014549074916"
"FES465469","15","222.0000","4014549074923"
"FES465470","3","209.0000","4014549074930"
"FES465489","4","126.0000","4014549044032"
"FES465559","0","32.8000","4014549074978"
"FES465561","1","30.2000","4014549074985"
"FES465565","4","36.0000","4014549075012"
"FES465575","0","76.4000","4014549068984"
"FES465842","7","58.4000","4014549037874"
"FES465883","4","305.0000","4014549037881"
"FES465947","6","384.0000","4014549069011"
"FES466015","17","38.4000","4014549069028"
"FES466084","0","39.6000","4014549038017"
"FES466093","7","30.2000","4014549069035"
"FES466094","13","30.2000","4014549069066"
"FES466262","11","45.6000","4014549069073"
"FES466338","10","36.0000","4014549043981"
"FES466354","0","959.5000","4014549044049"
"FES466357","2","3131.5000","4014549032695"
"FES467297","3","269.5000","4014549058114"
"FES467493","4","87.4000","8590163929130"
"FES467534","2","965.0000","4014549058121"
"FES467673","3","80.4000","4014549056240"
"FES467692","4","53.4000","4014549069134"
"FES467884","2","51.6000","4014549075067"
"FES467934","4","79.2000","4014549057414"
"FES467959","12","31.6000","4014549069158"
"FES467996","1","173.5000","4014549069172"
"FES469040","2","97.6000","4014549070468"
"FES469074","22","87.6000","4014549056271"
"FES469075","0","209.5000","4014549070475"
"FES469141","1","69.4000","4014549070482"
"FES469152","2","41.2000","4014549075975"
"FES469328","4","46.0000","4014549083161"
"FES469459","10","31.4000","4014549075081"
"FES469499","3","26.4000","4014549115046"
"FES469515","2","115.0000","4014549120279"
"FES469516","1","59.6000","4014549096987"
"FES469620","10","58.4000","4014549070611"
"FES469643","8","39.6000","4014549069318"
"FES469682","4","42.8000","4014549116418"
"FES469725","3","67.0000","4014549063293"
"FES469763","0","48.4000","4014549075180"
"FES469800","1","124.5000","4014549069325"
"FES469881","1","108.5000","4014549115145"
"FES469882","1","114.0000","4014549115169"
"FES469886","1","74.6000","4014549067116"
"FES469942","3","442.0000","4014549058664"
"FES469943","2","934.0000","4014549058626"
"FES469944","0","573.5000","4014549058633"
"FES470024","6","3744.0000","4014549058572"
"FES470026","1","1704.0000","4014549058589"
"FES470029","1","94.8000","4014549115428"
"FES470030","2","164.0000","4014549115978"
"FES470033","0","46.0000","4014549115299"
"FES470034","0","360.0000","4014549115435"
"FES470035","6","467.5000","4014549115442"
"FES470049","0","290.0000","4014549116135"
"FES470064","9","56.6000","4014549072837"
"FES470216","2","33.0000","4014549069387"
"FES470301","0","100.4000","4014549079348"
"FES470342","1","289.0000","4014549115312"
"FES470345","2","625.5000","4014549063231"
"FES470381","5","69.4000","4026657109145"
"FES470502","1","346.5000","4014549115848"
"FES470505","5","31.4000","4014549115497"
"FES470518","1","175.0000","4014549091760"
"FES470560","2","36.0000","4014549091821"
"FES470574","1","69.0000","4014549115381"
"FES470593","4","322.0000","4014549115817"
"FES470599","5","39.8000","4014549115916"
"FES470601","5","97.0000","4014549115343"
"FES470612","2","42.4000","4014549117064"
"FES470613","1","71.0000","4014549117071"
"FES470616","1","48.4000","4014549117118"
"FES470617","3","5536.0000","4014549092095"
"FES470631","1","30.2000","4014549091616"
"FES470634","1","147.0000","4014549091937"
"FES470635","0","209.0000","4014549091920"
"FES470636","9","34.0000","4014549091944"
"FES470641","3","30.2000","4014549091968"
"FES470642","3","279.5000","4014549091999"
"FES470645","0","107.5000","4014549091234"
"FES470647","2","52.8000","4014549091272"
"FES470649","0","39.6000","4014549091319"
"FES470650","0","384.0000","4014549091340"
"FES470657","1","107.5000","4014549092040"
"FES470661","3","84.8000","4014549092170"
"FES470663","0","784.5000","4014549092088"
"FES470665","1","202.5000","4014549092071"
"FES470685","2","51.0000","4014549092187"
"FES470686","3","148.0000","4014549092194"
"FES470687","3","30.2000","4014549092163"
"FES470717","6","47.2000","4014549091197"
"FES470739","0","393.0000","4014549116746"
"FES470762","10","32.8000","4014549091265"
"FES470767","0","190.5000","4014549091296"
"FES470772","16","52.8000","4014549092361"
"FES470783","1","31.6000","4014549091173"
"FES470805","4","31.6000","4014549115985"
"FES470885","2","138.5000","4014549091838"
"FES470886","9","53.8000","4014549091845"
"FES470894","10","824.0000","4014549091548"
"FES470978","17","35.6000","4014549092279"
"FES471013","8","62.6000","4014549092927"
"FES471179","1","127.5000","4014549115787"
"FES471202","0","72.2000","4014549083314"
"FES471209","4","82.0000","4014549091210"
"FES471313","1","61.0000","4014549091869"
"FES471315","10","47.2000","4014549089866"
"FES471316","6","200.5000","4014549089842"
"FES471448","2","34.0000","4014549091227"
"FES471450","1","72.0000","4014549093962"
"FES471476","11","62.2000","4014549115794"
"FES471641","0","161.5000","4014549079737"
"FES471743","1","755.0000","4014549117248"
"FES471744","5","151.5000","4014549118085"
"FES471820","4","30.2000","4014549092392"
"FES471861","1","457.5000","4014549117033"
"FES471863","1","190.5000","4014549117163"
"FES471864","1","1625.5000","4014549118696"
"FES471929","1","38.6000","4014549120194"
"FES471952","1","97.6000","4014549117149"
"FES472015","0","31.6000","4014549081471"
"FES472017","5","33.0000","4014549120231"
"FES472034","2","96.0000","4014549137550"
"FES472035","3","92.0000","4014549120330"
"FES472647","8","33.4000","4014549120248"
"FES472770","4","30.2000","4014549081389"
"FES472860","1","775.5000","4014549118818"
"FES472861","3","775.5000","4014549118795"
"FES472863","1","2009.0000","4014549118832"
"FES472982","1","55.6000","4014549133835"
"FES472994","2","122.0000","4014549133736"
"FES473060","8","40.8000","4014549120361"
"FES473090","0","590.0000","4014549133712"
"FES473159","0","810.0000","8590163914679"
"FES473244","1","54.4000","4014549117279"
"FES473324","1","75.4000","4014549117385"
"FES473334","1","132.0000","4014549117873"
"FES473344","2","87.6000","4014549117774"
"FES473363","3","546.0000","4014549092798"
"FES473432","6","42.8000","4014549092811"
"FES473479","6","30.2000","4014549092828"
"FES473480","2","31.6000","4014549092835"
"FES473505","1","35.6000","4014549092866"
"FES473550","11","146.0000","4014549097014"
"FES473901","29","33.0000","4026657104553"
"FES473991","2","652.0000","4014549123034"
"FES474036","0","137.5000","4014549118924"
"FES474228","3","365.0000","4014549118245"
"FES474364","7","240.5000","4014549097076"
"FES474450","3","90.4000","4014549118443"
"FES474553","3","631.0000","4014549118412"
"FES474554","3","367.0000","4014549118429"
"FES474681","6","30.2000","4014549120439"
"FES474909","1","165.0000","4014549119013"
"FES474911","8","40.8000","4014549134689"
"FES474913","2","138.5000","4014549120446"
"FES474969","1","197.0000","4014549119037"
"FES475607","5","30.2000","4014549155820"
"FES475775","7","117.5000","4014549160046"
"FES476004","6","24.8000","4014549134771"
"FES476013","1","34.6000","4014549119549"
"FES476348","2","106.0000","4014549139899"
"FES476349","4","45.0000","4014549139912"
"FES476350","4","45.0000","4014549139929"
"FES476490","1","1620.5000","4014549134825"
"FES476668","3","189.0000","4014549220627"
"FES476795","9","35.2000","4014549135761"
"FES477081","2","87.6000","4014549153321"
"FES477253","4","46.0000","4014549139936"
"FES477255","0","122.0000","4014549243381"
"FES477289","4","501.5000","4014549155974"
"FES477356","5","360.5000","4014549147979"
"FES477524","0","564.5000","4014549153994"
"FES477705","3","652.5000","4014549133972"
"FES477836","6","195.0000","4014549154939"
"FES477905","0","2708.5000","4014549139769"
"FES477962","6","36.0000","4014549137772"
"FES477964","4","36.0000","4014549137765"
"FES478193","1","34.6000","4014549154168"
"FES478302","1","55.6000","4014549141724"
"FES478375","1","99.2000","4014549160329"
"FES478969","1","90.8000","4014549172933"
"FES479117","2","438.5000","4014549135662"
"FES479118","2","685.0000","4014549135679"
"FES479156","3","36.6000","4014549259467"
"FES479254","9","83.8000","4014549238783"
"FES479637","6","33.4000","4014549173138"
"FES479643","3","502.5000","4014549173480"
"FES479656","1","193.0000","4014549173398"
"FES479674","10","38.6000","4014549173268"
"FES479703","5","175.5000","4014549141786"
"FES479734","2","339.0000","4014549156391"
"FES479814","10","33.0000","4014549173596"
"FES481984","0","50.2000","4014549406007"
"FES482039","5","691.5000","4014549406601"
"FES482083","1","2054.0000","4014549407103"
"FES482110","3","52.0000","4014549407608"
"FES482182","10","404.0000","4014549408704"
"FES482524","2","1131.5000","4014549411605"
"FES483350","6","157.5000","4014549422304"
"FES483358","5","1272.0000","4014549075906"
"FES483372","1","300.5000","4014549076200"
"FES483582","0","208.5000","4014549077207"
"FES483674","12","360.0000","4014549079607"
"FES483679","3","1215.0000","4014549080009"
"FES483723","48","146.0000","4014549428306"
"FES483783","0","205.0000","4014549429709"
"FES483785","39","207.0000","4014549429808"
"FES483786","7","1202.5000","4014549429907"
"FES483787","4","821.5000","4014549430002"
"FES483905","5","879.5000","4014549081006"
"FES483906","2","879.5000","4014549081105"
"FES483922","2","839.5000","4014549081303"
"FES484152","2","680.0000","4014549085806"
"FES484176","0","433.0000","4014549087503"
"FES484247","1","516.0000","4014549438206"
"FES484280","2","99.4000","4014549439401"
"FES484288","3","2815.0000","4014549088203"
"FES484289","9","2664.0000","4014549088302"
"FES484453","0","988.5000","4014549094303"
"FES484455","12","548.0000","4014549094402"
"FES484487","3","1444.5000","4014549442005"
"FES484507","0","579.0000","4014549094907"
"FES484509","2","2178.5000","4014549095003"
"FES484515","0","904.5000","4014549095201"
"FES484521","1","6057.5000","4014549095706"
"FES484522","1","6057.5000","4014549095805"
"FES484542","3","1010.5000","4014549442906"
"FES484685","1","1117.5000","4014549445600"
"FES484733","2","7386.5000","4014549098400"
"FES485108","4","99.2000","4014549467404"
"FES485172","2","4206.5000","4014549673201"
"FES485202","4","889.5000","4014549469309"
"FES485242","0","1496.0000","4014549109403"
"FES485246","49","1401.0000","4014549109809"
"FES485253","0","1595.5000","4014549110409"
"FES485274","1","1405.5000","4014549111901"
"FES485296","2","1595.5000","4014549113301"
"FES485331","1","6057.5000","4014549116104"
"FES485332","11","1104.5000","4014549116203"
"FES485618","6","567.5000","4014549473108"
"FES485665","1","182.5000","4014549473504"
"FES485666","0","189.5000","4014549473603"
"FES485724","10","781.5000","4014549125908"
"FES485737","1","252.5000","4014549771501"
"FES485758","2","2299.0000","4014549126608"
"FES485802","2","29.6000","4014549476000"
"FES485826","1","489.0000","4014549673409"
"FES485827","1","1814.0000",""
"FES486029","0","433.0000","4014549130308"
"FES486030","0","433.0000","4014549130407"
"FES486032","0","433.0000","4014549130605"
"FES486033","0","433.0000","4014549130704"
"FES486034","0","433.0000","4014549130803"
"FES486052","1","1444.0000","4014549131008"
"FES486058","3","2188.5000","4014549131107"
"FES486202","2","61.0000","4014549602805"
"FES486242","0","1179.5000","4014549131800"
"FES486297","0","2710.5000","4014549132104"
"FES486317","8","367.5000","4014549598153"
"FES486333","17","147.0000","4014549608906"
"FES486418","0","1459.5000","4014549136607"
"FES486534","4","2924.5000","4014549138502"
"FES486546","13","183.0000","4014549138700"
"FES486547","3","295.0000","4014549138809"
"FES486549","0","347.0000","4014549139004"
"FES486553","3","457.0000","4014549139400"
"FES486554","1","415.5000","4014549139509"
"FES486557","1","336.0000","4014549139707"
"FES486558","1","470.5000","4014549139806"
"FES486559","2","470.5000","4014549139905"
"FES486560","23","498.0000","4014549140000"
"FES486561","32","416.0000","4014549140109"
"FES486563","0","220.5000","4014549140307"
"FES486618","3","4581.0000","4014549306307"
"FES486636","4","2198.0000","4014549307700"
"FES486643","10","1411.0000","4014549609903"
"FES486686","8","1433.5000","4014549610008"
